name,class,label
Case-4-C52-7119-24770,Non-Tumor,0
Case-4-C52-8069-17662,Non-Tumor,0
Case-4-C52-9122-11470,Non-Tumor,0
Case-4-C52-9452-34640,Non-Tumor,0
Case-48-P5-C13-24121-14200,Non-Viable-Tumor,2
Case-48-P5-C13-25055-3867,Viable,1
Case-48-P5-C13-28480-4550,Viable,1
Case-48-P5-C13-30344-16782,Non-Tumor,0
Case-48-P5-C13-31534-14115,Viable,1
Case-48-P5-C13-31558-32206,Non-Tumor,0
Case-48-P5-C13-32186-28705,Non-Tumor,0
Case-48-P5-C13-33156-9373,Viable,1
Case-48-P5-C13-33179-15118,Viable,1
Case-48-P5-C13-33285-9932,Viable,1
Case-48-P5-C13-33772-6042,Viable,1
Case-48-P5-C13-34777-26855,Non-Tumor,0
Case-48-P5-C13-35186-4450,Viable,1
Case-48-P5-C13-35786-2519,Viable,1
Case-48-P5-C13-36274-5595,Viable,1
Case-48-P5-C13-36431-2977,Viable,1
Case-48-P5-C13-40217-4387,Viable,1
Case-48-P5-C13-41185-25631,Non-Tumor,0
Case-48-P5-C13-42156-28960,Non-Tumor,0
Case-48-P5-C13-42974-19458,Non-Tumor,0
Case-48-P5-C13-43922-21112,Non-Tumor,0
Case-48-P5-C13-45972-4022,Viable,1
Case-48-P5-C13-46592-17295,Non-Viable-Tumor,2
Case-48-P5-C13-47517-9280,Viable,1
Case-48-P5-C13-47829-6226,Viable,1
Case-48-P5-C13-48617-38748,Viable,1
Case-48-P5-C13-56220-35584,Non-Tumor,0
Case-48-P5-C13-64007-12122,Viable,1
Case-48-P5-C14-24924-23750,Non-Tumor,0
Case-48-P5-C14-28814-14922,Viable,1
Case-48-P5-C14-29041-7944,Viable,1
Case-48-P5-C14-30314-23881,Non-Tumor,0
Case-48-P5-C14-32278-10661,Viable,1
Case-48-P5-C14-34550-19673,Non-Tumor,0
Case-48-P5-C14-34559-25361,Non-Tumor,0
Case-48-P5-C14-34681-15663,Non-Tumor,0
Case-48-P5-C14-35746-11580,Viable,1
Case-48-P5-C14-37397-27331,Non-Tumor,0
Case-48-P5-C14-39001-28941,Non-Tumor,0
Case-48-P5-C14-39467-6941,Viable,1
Case-48-P5-C14-41089-9651,Viable,1
Case-48-P5-C14-41747-26404,Non-Tumor,0
Case-48-P5-C14-42219-24715,Non-Tumor,0
Case-48-P5-C14-44612-17510,Non-Tumor,0
Case-48-P5-C14-44941-18452,Viable,1
Case-48-P5-C14-50416-27346,Viable,1
Case-48-P5-C14-50604-21283,Viable,1
Case-48-P5-C14-52144-3660,Viable,1
Case-48-P5-C14-54171-23668,Viable,1
Case-48-P5-C14-54203-39127,Non-Tumor,0
Case-48-P5-C14-55921-40389,Non-Tumor,0
Case-48-P5-C14-56563-30345,Viable,1
Case-48-P5-C14-59148-13815,Viable,1
Case-48-P5-C14-59834-18325,Viable,1
Case-48-P5-C14-65736-13805,Viable,1
Case-48-P5-C14-67137-24045,Viable,1
Case-48-P5-C15-13694-12591,Viable,1
Case-48-P5-C15-14907-22432,Non-Tumor,0
Case-48-P5-C15-15457-16306,Viable,1
Case-48-P5-C15-16934-23981,Non-Tumor,0
Case-48-P5-C15-17885-28625,Non-Tumor,0
Case-48-P5-C15-18011-21615,Viable,1
Case-48-P5-C15-23409-12305,Viable,1
Case-48-P5-C15-25805-11251,Viable,1
Case-48-P5-C15-29362-17739,Viable,1
Case-48-P5-C15-32744-24648,Viable,1
Case-48-P5-C15-33547-25747,Viable,1
Case-48-P5-C15-36071-7035,Viable,1
Case-48-P5-C15-36624-27407,Viable,1
Case-48-P5-C15-37073-10134,Viable,1
Case-48-P5-C15-37609-3244,Viable,1
Case-48-P5-C15-38051-19362,Viable,1
Case-48-P5-C15-38668-29527,Non-Tumor,0
Case-48-P5-C15-38858-22308,Viable,1
Case-48-P5-C15-40502-3547,Viable,1
Case-48-P5-C15-41629-16134,Viable,1
Case-48-P5-C15-42605-29137,Non-Tumor,0
Case-48-P5-C15-42793-18458,Viable,1
Case-48-P5-C15-45773-17581,Viable,1
Case-48-P5-C15-48711-15150,Viable,1
Case-48-P5-C15-48775-26545,Viable,1
Case-48-P5-C15-48808-15798,Viable,1
Case-48-P5-C15-49012-23798,Viable,1
Case-48-P5-C15-7821-18054,Non-Tumor,0
Case-48-P5-C15-8356-11851,Non-Tumor,0
Case-48-P5-C15-9871-11637,Viable,1
Case-48-P5-C16-12239-11981,Viable,1
Case-48-P5-C16-14238-13009,Viable,1
Case-48-P5-C16-14955-12886,Viable,1
Case-48-P5-C16-15926-10929,Viable,1
Case-48-P5-C16-16775-22744,Non-Tumor,0
Case-48-P5-C16-20627-20759,Viable,1
Case-48-P5-C16-22496-8538,Viable,1
Case-48-P5-C16-25369-21517,Viable,1
Case-48-P5-C16-26938-16149,Viable,1
Case-48-P5-C16-29805-9678,Viable,1
Case-48-P5-C16-31710-28486,Non-Tumor,0
Case-48-P5-C16-36447-8166,Viable,1
Case-48-P5-C16-37581-7845,Viable,1
Case-48-P5-C16-38254-8571,Viable,1
Case-48-P5-C16-39161-16929,Viable,1
Case-48-P5-C16-39748-2743,Viable,1
Case-48-P5-C16-42343-20669,Viable,1
Case-48-P5-C16-43159-11972,Viable,1
Case-48-P5-C16-44299-6790,Non-Tumor,0
Case-48-P5-C16-44867-23581,Viable,1
Case-48-P5-C16-46142-13796,Viable,1
Case-48-P5-C16-47760-19513,Viable,1
Case-48-P5-C16-50052-16053,Viable,1
Case-48-P5-C16-50396-24840,Viable,1
Case-48-P5-C16-50924-16162,Viable,1
Case-48-P5-C16-52243-22493,Viable,1
Case-48-P5-C16-53844-23083,Viable,1
Case-48-P5-C16-5406-13863,Non-Tumor,0
Case-48-P5-C16-54563-21138,Viable,1
Case-48-P5-C17-19137-20611,Viable,1
Case-48-P5-C17-26817-18603,Viable,1
Case-48-P5-C17-27681-16299,Viable,1
Case-48-P5-C17-29452-16131,Viable,1
Case-48-P5-C17-29896-20575,Viable,1
Case-48-P5-C17-30525-29681,Non-Tumor,0
Case-48-P5-C17-34283-5396,Viable,1
Case-48-P5-C17-35726-14827,Viable,1
Case-48-P5-C17-36719-14729,Viable,1
Case-48-P5-C17-36804-20443,Viable,1
Case-48-P5-C17-36927-11108,Viable,1
Case-48-P5-C17-37516-18051,Viable,1
Case-48-P5-C17-37699-30210,Non-Tumor,0
Case-48-P5-C17-37966-9580,Viable,1
Case-48-P5-C17-37994-3037,Viable,1
Case-48-P5-C17-40131-29101,Non-Tumor,0
Case-48-P5-C17-40867-15033,Viable,1
Case-48-P5-C17-41411-21807,Viable,1
Case-48-P5-C17-41961-10093,Viable,1
Case-48-P5-C17-42670-17152,Viable,1
Case-48-P5-C17-43432-26216,Viable,1
Case-48-P5-C17-44027-22381,Viable,1
Case-48-P5-C17-45932-5812,Viable,1
Case-48-P5-C17-46317-15755,Viable,1
Case-48-P5-C17-47230-17655,Viable,1
Case-48-P5-C17-47640-27910,Non-Tumor,0
Case-48-P5-C17-50335-6425,Viable,1
Case-48-P5-C17-50358-11013,Viable,1
Case-48-P5-C17-51854-21097,Viable,1
Case-48-P5-C17-7752-15521,Non-Tumor,0
Case-48-P5-C18-15219-24510,Non-Tumor,0
Case-48-P5-C18-15651-15050,Viable,1
Case-48-P5-C18-17610-25605,Non-Tumor,0
Case-48-P5-C18-19933-18958,Viable,1
Case-48-P5-C18-20516-10701,Viable,1
Case-48-P5-C18-22374-30391,Non-Tumor,0
Case-48-P5-C18-23684-14239,Viable,1
Case-48-P5-C18-23858-23029,Viable,1
Case-48-P5-C18-24383-21699,Viable,1
Case-48-P5-C18-28794-15036,Viable,1
Case-48-P5-C18-29043-24256,Viable,1
Case-48-P5-C18-29063-22986,Viable,1
Case-48-P5-C18-30468-34044,Non-Tumor,0
Case-48-P5-C18-32596-23573,Viable,1
Case-48-P5-C18-32717-16452,Viable,1
Case-48-P5-C18-33022-7038,Viable,1
Case-48-P5-C18-33916-33907,Non-Tumor,0
Case-48-P5-C18-36407-15875,Viable,1
Case-48-P5-C18-37200-16213,Viable,1
Case-48-P5-C18-37612-15623,Viable,1
Case-48-P5-C18-40902-9870,Viable,1
Case-48-P5-C18-42373-6994,Viable,1
Case-48-P5-C18-42513-34016,Non-Tumor,0
Case-48-P5-C18-43324-24367,Viable,1
Case-48-P5-C18-46136-24608,Viable,1
Case-48-P5-C18-47653-31606,Viable,1
Case-48-P5-C18-51237-22363,Viable,1
Case-48-P5-C18-51418-18002,Viable,1
Case-48-P5-C18-9652-19230,Non-Tumor,0
Case-48-P5-C19-11220-21709,Non-Tumor,0
Case-48-P5-C19-13067-24621,Non-Tumor,0
Case-48-P5-C19-14308-25500,Non-Tumor,0
Case-48-P5-C19-14441-14866,Viable,1
Case-48-P5-C19-15367-19854,Viable,1
Case-48-P5-C19-19015-27466,Non-Tumor,0
Case-48-P5-C19-26094-27297,Non-Tumor,0
Case-48-P5-C19-26506-10723,Viable,1
Case-48-P5-C19-26657-32338,Non-Tumor,0
Case-48-P5-C19-26719-18659,Viable,1
Case-48-P5-C19-27056-17848,Viable,1
Case-48-P5-C19-27826-27316,Non-Tumor,0
Case-48-P5-C19-28560-27834,Non-Tumor,0
Case-48-P5-C19-28887-22427,Viable,1
Case-48-P5-C19-30501-31832,Non-Tumor,0
Case-48-P5-C19-30892-14643,Viable,1
Case-48-P5-C19-31003-6587,Viable,1
Case-48-P5-C19-31868-8754,Viable,1
Case-48-P5-C19-36599-9672,Viable,1
Case-48-P5-C19-36772-18960,Viable,1
Case-48-P5-C19-37421-11802,Viable,1
Case-48-P5-C19-40049-22382,Viable,1
Case-48-P5-C19-40702-20386,Viable,1
Case-48-P5-C19-41884-18067,Viable,1
Case-48-P5-C19-43378-18456,Viable,1
Case-48-P5-C19-43954-23941,Viable,1
Case-48-P5-C19-47082-29959,Non-Tumor,0
Case-48-P5-C19-48632-11190,Viable,1
Case-48-P5-C19-51505-17925,Viable,1
Case-48-P5-C19-51520-22044,Viable,1
Case-48-P5-C19-53087-27856,Non-Tumor,0
Case-48-P5-C20-11443-19302,Non-Tumor,0
Case-48-P5-C20-12605-20018,Non-Tumor,0
Case-48-P5-C20-15162-19423,Viable,1
Case-48-P5-C20-20964-23796,Viable,1
Case-48-P5-C20-23452-15492,Viable,1
Case-48-P5-C20-23915-20256,Viable,1
Case-48-P5-C20-28430-29841,Non-Tumor,0
Case-48-P5-C20-30894-20232,Viable,1
Case-48-P5-C20-32019-11742,Viable,1
Case-48-P5-C20-33672-6381,Viable,1
Case-48-P5-C20-34597-27525,Viable,1
Case-48-P5-C20-36537-9437,Viable,1
Case-48-P5-C20-37287-24574,Viable,1
Case-48-P5-C20-39704-11268,Viable,1
Case-48-P5-C20-44108-28521,Non-Tumor,0
Case-48-P5-C20-45622-14695,Viable,1
Case-48-P5-C20-46837-16405,Viable,1
Case-48-P5-C20-47763-12780,Viable,1
Case-48-P5-C20-51201-13842,Viable,1
Case-48-P5-C20-51615-14123,Viable,1
Case-48-P5-C20-52344-15596,Viable,1
Case-48-P5-C20-52983-12499,Viable,1
Case-48-P5-C20-53379-18032,Viable,1
Case-48-P5-C20-54244-17885,Viable,1
Case-48-P5-C20-7234-13196,Non-Tumor,0
Case-48-P5-C20-7949-14990,Non-Tumor,0
Case-48-P5-C20-8427-20401,Non-Tumor,0
Case-48-P5-C20-8674-13881,Viable,1
Case-48-P5-C20-9712-22991,Non-Tumor,0
Case-48-P5-C21-10548-16103,Viable,1
Case-48-P5-C21-12077-14707,Viable,1
Case-48-P5-C21-16402-14274,Viable,1
Case-48-P5-C21-17366-10237,Viable,1
Case-48-P5-C21-19402-23915,Non-Tumor,0
Case-48-P5-C21-19527-27711,Non-Tumor,0
Case-48-P5-C21-22691-12407,Viable,1
Case-48-P5-C21-23229-19992,Viable,1
Case-48-P5-C21-25947-25506,Viable,1
Case-48-P5-C21-28107-32141,Non-Tumor,0
Case-48-P5-C21-28225-10553,Viable,1
Case-48-P5-C21-35299-19753,Viable,1
Case-48-P5-C21-35903-16346,Viable,1
Case-48-P5-C21-36006-23109,Viable,1
Case-48-P5-C21-38065-16064,Viable,1
Case-48-P5-C21-40591-33043,Non-Tumor,0
Case-48-P5-C21-40791-19023,Viable,1
Case-48-P5-C21-41788-27797,Viable,1
Case-48-P5-C21-43325-2248,Viable,1
Case-48-P5-C21-45322-31087,Non-Tumor,0
Case-48-P5-C21-45348-15985,Viable,1
Case-48-P5-C21-45909-8019,Viable,1
Case-48-P5-C21-46100-29884,Non-Tumor,0
Case-48-P5-C21-46692-23838,Viable,1
Case-48-P5-C21-48446-3802,Viable,1
Case-48-P5-C21-50643-22090,Viable,1
Case-48-P5-C21-51030-28827,Non-Tumor,0
Case-48-P5-C21-52961-18393,Viable,1
Case-48-P5-C21-8898-15670,Non-Tumor,0
Case-48-P5-C22-10542-19412,Non-Tumor,0
Case-48-P5-C22-13977-20055,Non-Tumor,0
Case-48-P5-C22-14392-22302,Non-Tumor,0
Case-48-P5-C22-14726-13837,Viable,1
Case-48-P5-C22-17464-9867,Viable,1
Case-48-P5-C22-21419-13624,Viable,1
Case-48-P5-C22-25507-14943,Viable,1
Case-48-P5-C22-26068-19668,Viable,1
Case-48-P5-C22-29420-12082,Viable,1
Case-48-P5-C22-29810-28152,Non-Tumor,0
Case-48-P5-C22-33153-19473,Viable,1
Case-48-P5-C22-33543-8004,Viable,1
Case-48-P5-C22-33640-5373,Viable,1
Case-48-P5-C22-34058-4542,Viable,1
Case-48-P5-C22-35024-20347,Viable,1
Case-48-P5-C22-41496-16304,Viable,1
Case-48-P5-C22-45202-17053,Viable,1
Case-48-P5-C22-45260-4742,Viable,1
Case-48-P5-C22-45517-9307,Viable,1
Case-48-P5-C22-45776-7378,Viable,1
Case-48-P5-C22-45824-16584,Viable,1
Case-48-P5-C22-46134-22320,Viable,1
Case-48-P5-C22-46689-25261,Viable,1
Case-48-P5-C22-47843-3919,Viable,1
Case-48-P5-C22-4801-12473,Non-Tumor,0
Case-48-P5-C22-48383-3948,Viable,1
Case-48-P5-C22-50594-23644,Non-Tumor,0
Case-48-P5-C22-51881-12030,Viable,1
Case-48-P5-C23-10747-20258,Non-Tumor,0
Case-48-P5-C23-13674-18318,Non-Tumor,0
Case-48-P5-C23-15409-20333,Viable,1
Case-48-P5-C23-18472-17481,Viable,1
Case-48-P5-C23-19579-22034,Viable,1
Case-48-P5-C23-23240-21386,Viable,1
Case-48-P5-C23-27501-16553,Viable,1
Case-48-P5-C23-28780-10637,Viable,1
Case-48-P5-C23-29641-13214,Viable,1
Case-48-P5-C23-29743-6511,Viable,1
Case-48-P5-C23-30981-19966,Viable,1
Case-48-P5-C23-32821-29229,Non-Tumor,0
Case-48-P5-C23-33786-5204,Viable,1
Case-48-P5-C23-34632-9865,Viable,1
Case-48-P5-C23-34741-19829,Viable,1
Case-48-P5-C23-36139-19852,Viable,1
Case-48-P5-C23-36214-9904,Viable,1
Case-48-P5-C23-37489-18137,Viable,1
Case-48-P5-C23-37654-23879,Viable,1
Case-48-P5-C23-40661-11039,Non-Tumor,0
Case-48-P5-C23-45260-15418,Viable,1
Case-48-P5-C23-46530-30085,Non-Tumor,0
Case-48-P5-C23-46857-10945,Non-Tumor,0
Case-48-P5-C23-47339-30578,Non-Tumor,0
Case-48-P5-C23-47543-18036,Viable,1
Case-48-P5-C23-49586-9920,Viable,1
Case-48-P5-C23-54011-19464,Viable,1
Case-48-P5-C24-12193-15641,Non-Tumor,0
Case-48-P5-C24-15473-17927,Non-Tumor,0
Case-48-P5-C24-17000-3955,Non-Tumor,0
Case-48-P5-C24-21560-34143,Non-Tumor,0
Case-48-P5-C24-21763-16611,Non-Tumor,0
Case-48-P5-C24-21815-17299,Non-Tumor,0
Case-48-P5-C24-24437-18106,Non-Tumor,0
Case-48-P5-C24-26818-12582,Non-Tumor,0
Case-48-P5-C24-27048-31771,Non-Tumor,0
Case-48-P5-C24-27657-16224,Non-Tumor,0
Case-48-P5-C24-29276-10680,Non-Tumor,0
Case-48-P5-C24-30259-11826,Non-Tumor,0
Case-48-P5-C24-37333-35425,Non-Tumor,0
Case-48-P5-C24-38091-32786,Non-Tumor,0
Case-48-P5-C24-39421-35791,Non-Tumor,0
Case-48-P5-C24-39614-21477,Non-Tumor,0
Case-48-P5-C24-40142-14331,Non-Tumor,0
Case-48-P5-C24-44425-22814,Non-Tumor,0
Case-48-P5-C24-45358-16505,Non-Tumor,0
Case-48-P5-C24-5204-12840,Non-Tumor,0
Case-48-P5-C24-5972-23007,Non-Tumor,0
Case-48-P5-C24-7958-14175,Non-Tumor,0
Case-48-P5-C24-8126-17022,Non-Tumor,0
Case-48-P5-C24-9713-21393,Non-Tumor,0
Case-48-P5-C25-12809-12456,Non-Tumor,0
Case-48-P5-C25-12843-22806,Non-Tumor,0
Case-48-P5-C25-14114-21655,Non-Tumor,0
Case-48-P5-C25-17864-19558,Non-Tumor,0
Case-48-P5-C25-18486-7532,Non-Tumor,0
Case-48-P5-C25-20304-11543,Non-Tumor,0
Case-48-P5-C25-20418-21432,Non-Tumor,0
Case-48-P5-C25-20536-9499,Non-Tumor,0
Case-48-P5-C25-26246-2368,Non-Tumor,0
Case-48-P5-C25-26937-1708,Non-Tumor,0
Case-48-P5-C25-29486-14939,Non-Tumor,0
Case-48-P5-C25-29797-38536,Non-Tumor,0
Case-48-P5-C25-30163-25906,Non-Tumor,0
Case-48-P5-C25-31139-13405,Non-Tumor,0
Case-48-P5-C25-31766-30946,Non-Tumor,0
Case-48-P5-C25-32201-30326,Non-Tumor,0
Case-48-P5-C25-32661-30441,Non-Tumor,0
Case-48-P5-C25-35044-30800,Non-Tumor,0
Case-48-P5-C25-35701-21325,Non-Tumor,0
Case-48-P5-C25-37421-34911,Non-Tumor,0
Case-48-P5-C25-37498-35824,Non-Tumor,0
Case-48-P5-C25-39181-21965,Non-Tumor,0
Case-48-P5-C25-41901-28675,Non-Tumor,0
Case-48-P5-C25-44980-18952,Non-Tumor,0
Case-48-P5-C25-51442-22185,Non-Tumor,0
Case-48-P5-C25-5819-20106,Non-Tumor,0
Case-48-P5-C25-7779-23788,Non-Tumor,0
Case-48-P5-C25-8387-24405,Non-Tumor,0
P9-B11-10159-22267,Non-Tumor,0
P9-B11-10954-27548,Non-Tumor,0
P9-B11-11002-19483,Non-Tumor,0
P9-B11-14643-10873,Non-Tumor,0
P9-B11-16073-4565,Non-Tumor,0
P9-B11-16083-27658,Non-Tumor,0
P9-B11-16430-12424,Non-Tumor,0
P9-B11-16749-7610,Non-Tumor,0
P9-B11-16810-24014,Non-Tumor,0
P9-B11-18148-24277,Non-Tumor,0
P9-B11-19719-21996,Non-Tumor,0
P9-B11-20225-12843,Non-Tumor,0
P9-B11-21061-24042,Non-Tumor,0
P9-B11-21394-5645,Non-Tumor,0
P9-B11-25615-35242,Non-Tumor,0
P9-B11-26303-28482,Non-Tumor,0
P9-B11-26308-7596,Non-Tumor,0
P9-B11-26343-18701,Non-Tumor,0
P9-B11-26402-13634,Non-Tumor,0
P9-B11-29902-13822,Non-Tumor,0
P9-B11-30287-7531,Non-Tumor,0
P9-B11-34379-16878,Non-Tumor,0
P9-B11-35165-17386,Non-Tumor,0
P9-B11-35942-19663,Non-Tumor,0
P9-B11-5522-26247,Non-Tumor,0
P9-B11-6871-31252,Non-Tumor,0
P9-B12-10654-27260,Non-Tumor,0
P9-B12-10806-33872,Non-Tumor,0
P9-B12-13935-21508,Non-Tumor,0
P9-B12-14125-15905,Non-Tumor,0
P9-B12-1528-19097,Non-Tumor,0
P9-B12-15791-34183,Non-Tumor,0
P9-B12-16016-24828,Non-Tumor,0
P9-B12-16205-18441,Non-Tumor,0
P9-B12-16776-15675,Non-Tumor,0
P9-B12-16864-22190,Non-Tumor,0
P9-B12-17951-15665,Non-Tumor,0
P9-B12-18729-28478,Non-Tumor,0
P9-B12-21385-26109,Non-Tumor,0
P9-B12-22760-3440,Non-Tumor,0
P9-B12-22944-25112,Non-Tumor,0
P9-B12-23055-29024,Non-Tumor,0
P9-B12-23537-5923,Non-Tumor,0
P9-B12-25916-5462,Non-Tumor,0
P9-B12-27373-27674,Non-Tumor,0
P9-B12-29086-24068,Non-Tumor,0
P9-B12-29972-10692,Non-Tumor,0
P9-B12-30756-25977,Non-Tumor,0
P9-B12-30770-23009,Non-Tumor,0
P9-B12-31177-18166,Non-Tumor,0
P9-B12-33745-16087,Non-Tumor,0
P9-B12-3695-15824,Non-Tumor,0
P9-B12-7286-14751,Non-Tumor,0
P9-B12-7917-18432,Non-Tumor,0
P9-B27-12460-16377,Non-Tumor,0
P9-B27-14462-34695,Non-Tumor,0
P9-B27-16009-8612,Non-Tumor,0
P9-B27-17480-8356,Non-Tumor,0
P9-B27-19851-11325,Non-Tumor,0
P9-B27-19974-33573,Non-Tumor,0
P9-B27-20395-30971,Non-Tumor,0
P9-B27-20913-9107,Non-Tumor,0
P9-B27-21147-30384,Non-Tumor,0
P9-B27-22893-27985,Non-Tumor,0
P9-B27-23402-16368,Non-Tumor,0
P9-B27-24181-31257,Non-Tumor,0
P9-B27-24733-4169,Non-Tumor,0
P9-B27-25164-29040,Non-Tumor,0
P9-B27-25739-23378,Non-Tumor,0
P9-B27-26731-20410,Non-Tumor,0
P9-B27-26824-12635,Non-Tumor,0
P9-B27-29220-27404,Non-Tumor,0
P9-B27-3237-19787,Non-Tumor,0
P9-B27-32593-22757,Non-Tumor,0
P9-B27-32861-24034,Non-Tumor,0
P9-B27-33859-19909,Non-Tumor,0
P9-B27-4044-15408,Non-Tumor,0
P9-B27-7490-21036,Non-Tumor,0
P9-B27-7514-15190,Non-Tumor,0
P9-B27-7554-23732,Non-Tumor,0
P9-B27-8203-28059,Non-Tumor,0
P9-B27-9346-28187,Non-Tumor,0
P9-B28-11013-9554,Non-Tumor,0
P9-B28-11927-9548,Non-Tumor,0
P9-B28-12856-10047,Non-Tumor,0
P9-B28-12901-5993,Non-Tumor,0
P9-B28-14182-7718,Non-Tumor,0
P9-B28-14508-11698,Non-Tumor,0
P9-B28-14987-29631,Non-Tumor,0
P9-B28-15374-32337,Non-Tumor,0
P9-B28-15856-19913,Non-Tumor,0
P9-B28-17157-16037,Non-Tumor,0
P9-B28-18049-26737,Non-Tumor,0
P9-B28-19864-33157,Non-Tumor,0
P9-B28-22141-15533,Non-Tumor,0
P9-B28-22294-32166,Non-Tumor,0
P9-B28-23153-16435,Non-Tumor,0
P9-B28-23691-19742,Non-Tumor,0
P9-B28-25314-10006,Non-Tumor,0
P9-B28-26096-29717,Non-Tumor,0
P9-B28-26855-15884,Non-Tumor,0
P9-B28-27408-11967,Non-Tumor,0
P9-B28-30940-15637,Non-Tumor,0
P9-B28-31159-9949,Non-Tumor,0
P9-B28-31966-8742,Non-Tumor,0
P9-B28-34690-20420,Non-Tumor,0
P9-B28-4455-17128,Non-Tumor,0
P9-B28-4816-22317,Non-Tumor,0
P9-B28-6717-20778,Non-Tumor,0
P9-B28-8403-19923,Non-Tumor,0
P9-B34-10040-27730,Non-Tumor,0
P9-B34-10616-22327,Non-Tumor,0
P9-B34-11480-15755,Non-Tumor,0
P9-B34-12550-21771,Non-Tumor,0
P9-B34-17628-29682,Non-Tumor,0
P9-B34-18605-6878,Non-Tumor,0
P9-B34-22138-14146,Non-Tumor,0
P9-B34-22505-3850,Non-Tumor,0
P9-B34-22773-28922,Non-Tumor,0
P9-B34-23472-28061,Non-Tumor,0
P9-B34-24112-27360,Non-Tumor,0
P9-B34-24786-29238,Non-Tumor,0
P9-B34-24972-14320,Non-Tumor,0
P9-B34-25704-20109,Non-Tumor,0
P9-B34-26276-21044,Non-Tumor,0
P9-B34-26396-10641,Non-Tumor,0
P9-B34-29602-19976,Non-Tumor,0
P9-B34-29961-25751,Non-Tumor,0
P9-B34-31502-20976,Non-Tumor,0
P9-B34-32214-14627,Non-Tumor,0
P9-B34-34830-24344,Non-Tumor,0
P9-B34-3963-13771,Non-Tumor,0
P9-B34-4804-20458,Non-Tumor,0
P9-B34-5389-15014,Non-Tumor,0
P9-B34-8114-26748,Non-Tumor,0
P9-B34-8406-7688,Non-Tumor,0
P9-B34-8718-30889,Non-Tumor,0
P9-B35-12438-25674,Non-Tumor,0
P9-B35-12815-12096,Non-Tumor,0
P9-B35-14505-12348,Non-Tumor,0
P9-B35-15021-9557,Non-Tumor,0
P9-B35-15208-10297,Non-Tumor,0
P9-B35-16551-24506,Non-Tumor,0
P9-B35-16877-31247,Non-Tumor,0
P9-B35-17883-27584,Non-Tumor,0
P9-B35-19533-30395,Non-Tumor,0
P9-B35-21019-2866,Non-Tumor,0
P9-B35-22735-12061,Non-Tumor,0
P9-B35-24085-20586,Non-Tumor,0
P9-B35-24179-20080,Non-Tumor,0
P9-B35-24524-30984,Non-Tumor,0
P9-B35-24706-27321,Non-Tumor,0
P9-B35-25420-14360,Non-Tumor,0
P9-B35-26037-23313,Non-Tumor,0
P9-B35-26526-8068,Non-Tumor,0
P9-B35-32599-17175,Non-Tumor,0
P9-B35-37035-24678,Non-Tumor,0
P9-B35-4389-24585,Non-Tumor,0
P9-B35-6618-26202,Non-Tumor,0
P9-B35-8320-3884,Non-Tumor,0
P9-B35-8377-19050,Non-Tumor,0
P9-B6-10488-27683,Non-Tumor,0
P9-B6-11153-24729,Non-Tumor,0
P9-B6-12212-7812,Non-Tumor,0
P9-B6-15408-27469,Non-Tumor,0
P9-B6-17146-14469,Non-Tumor,0
P9-B6-17176-31590,Non-Tumor,0
P9-B6-17918-19733,Non-Tumor,0
P9-B6-18080-13972,Non-Tumor,0
P9-B6-18107-15557,Non-Tumor,0
P9-B6-18722-31321,Non-Tumor,0
P9-B6-19328-19600,Non-Tumor,0
P9-B6-19704-3257,Non-Tumor,0
P9-B6-19992-23631,Non-Tumor,0
P9-B6-20458-6118,Non-Tumor,0
P9-B6-22762-13561,Non-Tumor,0
P9-B6-23023-20652,Non-Tumor,0
P9-B6-23209-22319,Non-Tumor,0
P9-B6-23429-20864,Non-Tumor,0
P9-B6-2451-23298,Non-Tumor,0
P9-B6-24779-30011,Non-Tumor,0
P9-B6-25039-13328,Non-Tumor,0
P9-B6-27036-22226,Non-Tumor,0
P9-B6-29196-14072,Non-Tumor,0
P9-B6-5195-29864,Non-Tumor,0
P9-B6-6130-23430,Non-Tumor,0
P9-B6-7024-29103,Non-Tumor,0
P9-B6-9887-18682,Non-Tumor,0
P9-B7-10723-33887,Non-Tumor,0
P9-B7-13277-26914,Non-Tumor,0
P9-B7-13453-27559,Non-Tumor,0
P9-B7-14699-28544,Non-Tumor,0
P9-B7-17432-9890,Non-Tumor,0
P9-B7-17824-13368,Non-Tumor,0
P9-B7-21432-27614,Non-Tumor,0
P9-B7-21767-26717,Non-Tumor,0
P9-B7-22066-28200,Non-Tumor,0
P9-B7-23277-6246,Non-Tumor,0
P9-B7-23373-11741,Non-Tumor,0
P9-B7-24872-12722,Non-Tumor,0
P9-B7-26719-8006,Non-Tumor,0
P9-B7-27737-7637,Non-Tumor,0
P9-B7-27830-11834,Non-Tumor,0
P9-B7-31436-18746,Non-Tumor,0
P9-B7-32198-19590,Non-Tumor,0
P9-B7-35456-21995,Non-Tumor,0
P9-B7-3806-21832,Non-Tumor,0
P9-B7-4168-28271,Non-Tumor,0
P9-B7-5454-29446,Non-Tumor,0
P9-B7-6105-28215,Non-Tumor,0
P9-B7-7568-14821,Non-Tumor,0
P9-B7-8325-33733,Non-Tumor,0
